locatie_id,watersysteemid,locatie_naam,locatie_code,locatie_omschrijving,rw_identificatie,PARAMETER_WAT_OMSCHRIJVING,TIJDSTIP_LAATSTE_METING,geometry
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b56,Nieuwe Maas,"Rotterdam, Nieuwe Maas, Boerengat",rotterdam.nieuwemaas.boerengat,"Rotterdam, Nieuwe Maas, Boerengat",Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T10:28:00Z,"c(4.5003, 51.9184)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ae6,Nieuwe Maas,Rotterdam Kuip,rotterdam.kuip,Rotterdam Kuip,Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.518375, 51.899467)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d08,Nieuwe Waterweg,Maasvlakte Europahaven,maasvlakte.europahaven,Maasvlakte Europahaven,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.029139, 51.962167)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ce8,Nieuwe Waterweg,"Rozenburgsesluis, zuidzijde",rozenburgsesluis.zuidzijde,"Rozenburgsesluis, zuidzijde",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.229823, 51.891244)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cca,Nieuwe Waterweg,"Maasvlakte, Hartelhaven",maasvlakte.hartelhaven,"Maasvlakte, Hartelhaven",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.042464, 51.929692)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c77,Nieuwe Waterweg,"Suurhofbrug, noordzijde",suurhofbrug.noordzijde,"Suurhofbrug, noordzijde",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.107234, 51.937687)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c22,Nieuwe Waterweg,Hoek van Holland,hoekvanholland,rechter oever kilometer 1030.1,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.119827, 51.976899)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c11,Nieuwe Waterweg,"Europoort, Harmsenbrug",europoort.harmsenbrug,"Europoort, Harmsenbrug",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.210879, 51.901771)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c0d,Nieuwe Waterweg,Botlek Geulhaven,botlek.geulhaven,Radarpost 10,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.312531, 51.891814)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bfc,Nieuwe Waterweg,"Europoort, Hartelbrug",europoort.hartelbrug,"Europoort, Hartelbrug",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.307781, 51.86635)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bcf,Nieuwe Waterweg,Hoek van Holland,hoekvanholland,rechter oever kilometer 1030.1,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(4.119827, 51.976899)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ba4,Nieuwe Waterweg,"Europoort, Harmsenbrug",europoort.harmsenbrug,"Europoort, Harmsenbrug",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.210879, 51.901771)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ba1,Nieuwe Waterweg,"Suurhofbrug, noordzijde",suurhofbrug.noordzijde,"Suurhofbrug, noordzijde",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.107234, 51.937687)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ba0,Nieuwe Waterweg,"Europoort, Hartelbrug",europoort.hartelbrug,"Europoort, Hartelbrug",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.307781, 51.86635)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b91,Nieuwe Waterweg,"Rozenburgsesluis, zuidzijde",rozenburgsesluis.zuidzijde,"Rozenburgsesluis, zuidzijde",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.229823, 51.891244)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b90,Nieuwe Waterweg,Europahaven,europahaven,Europahaven,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.029151, 51.962179)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b8f,Nieuwe Waterweg,"Maasvlakte, Hartelhaven",maasvlakte.hartelhaven,"Maasvlakte, Hartelhaven",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.042464, 51.929692)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b8d,Nieuwe Waterweg,Botlek Geulhaven,botlek.geulhaven,Radarpost 10,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.312531, 51.891814)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b7e,Nieuwe Waterweg,"Hoek van Holland, Maeslantkering, Beneden, noord",hoekvanholland.maeslantkering.beneden.noord,zeezijde,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.161443, 51.958239)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b7c,Nieuwe Waterweg,"Hoek van Holland, Maeslantkering, Beneden, noord",hoekvanholland.maeslantkering.beneden.noord,zeezijde,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T23:50:00Z,"c(4.161443, 51.958239)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b72,Nieuwe Waterweg,"Rozenburgsesluis, zuidzijde",rozenburgsesluis.zuidzijde,"Rozenburgsesluis, zuidzijde",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T00:10:00Z,"c(4.229823, 51.891244)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b54,Nieuwe Waterweg,"Europoort, Hartelbrug",europoort.hartelbrug,"Europoort, Hartelbrug",Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T00:17:00Z,"c(4.307781, 51.86635)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b52,Nieuwe Waterweg,Botlek Geulhaven,botlek.geulhaven,Radarpost 10,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T00:10:00Z,"c(4.312531, 51.891814)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aad,Nieuwe Waterweg,"Hoek van Holland, Maeslantkering, Beneden, noord",hoekvanholland.maeslantkering.beneden.noord,zeezijde,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T01:00:00Z,"c(4.161443, 51.958239)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a95,Nieuwe Waterweg,Hoek van Holland,hoekvanholland,rechter oever kilometer 1030.1,Nieuwe Waterweg,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T09:25:00Z,"c(4.119827, 51.976899)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c96,Kanaal van Gent naar Terneuzen,Sas van Gent,sasvangent,noordzijde brug,Kanaal van Gent naar Terneuzen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.807499, 51.230267)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c57,Kanaal van Gent naar Terneuzen,"Terneuzen, Sluiskilbrug",terneuzen.sluiskilbrug,"Terneuzen, Sluiskilbrug",Kanaal van Gent naar Terneuzen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.8354, 51.294)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ad1,Kanaal van Gent naar Terneuzen,"Terneuzen, Sluiskilbrug",terneuzen.sluiskilbrug,"Terneuzen, Sluiskilbrug",Kanaal van Gent naar Terneuzen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.8354, 51.294)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ac2,Kanaal van Gent naar Terneuzen,Sas van Gent,sasvangent,noordzijde brug,Kanaal van Gent naar Terneuzen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.807499, 51.230267)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf2,Kanaal van St. Andries,"Sint Andries, Waal",sintandries.waal,"Sint Andries, Waal",Kanaal van St. Andries,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-31T08:00:00Z,"c(5.357049, 51.798608)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b84,Kanaal van St. Andries,"Sint Andries, Waal",sintandries.waal,"Sint Andries, Waal",Kanaal van St. Andries,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-02-28T08:00:00Z,"c(5.357049, 51.798608)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cdd,Kanaal Wessem-Nederweert,Panheel boven,panheel.sluis.boven,"km 3,25",Kanaal Wessem-Nederweert,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.856013, 51.176126)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b40,Kanaal Wessem-Nederweert,Panheel boven,panheel.sluis.boven,"km 3,25",Kanaal Wessem-Nederweert,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.856013, 51.176126)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c58,Lateraal kanaal,Heel boven,heel.kanaal,"km 67,34",Lateraal kanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.918, 51.1743)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c4f,Lateraal kanaal,Heel beneden,heel.maas,"km 85,08",Lateraal kanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.9195, 51.1765)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be7,Lateraal kanaal,Heel boven,heel.kanaal,"km 67,34",Lateraal kanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.918, 51.1743)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b28,Lateraal kanaal,Heel beneden,heel.maas,"km 85,08",Lateraal kanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.9195, 51.1765)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c66,Noordervaart,Nederweert-Eind,nederweerteind.noordervaart,Nederweert-Eind,Noordervaart,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T17:40:00Z,"c(5.77045, 51.28051)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d01,Noordzee,Brouwersdam Brouwershavense Gat 2,brouwersdam.brouwershavensegat.2,Brouwersdam Brouwershavense Gat 2,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.621747, 51.766527)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ce2,Noordzee,"Goeree, lichteiland",goeree.lichteiland,"Goeree, lichteiland",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.668416, 51.925034)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cbf,Noordzee,Maasvlakte Amaliahaven,maasvlakte.amaliahaven,Maasvlakte Amaliahaven,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.99496, 51.96219)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cb2,Noordzee,"Oosterschelde, 14",oosterschelde.14,"Oosterschelde, 14",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.676908, 51.720117)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cb0,Noordzee,"Cadzand, 1",cadzand.1,voorheen punt 02,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.368697, 51.390145)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ca5,Noordzee,"Texel, Noordzee",texel.noordzee,"Texel, Noordzee",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.733193, 53.120612)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c9d,Noordzee,"IJGeul, 1",ijgeul.1,voorheen IJmuiden stroommeetpaal,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.517596, 52.463943)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c9b,Noordzee,"Oosterschelde, 4",oosterschelde.4,voorheen Schaar,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.69342, 51.65514)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c75,Noordzee,"Terschelling, Noordzee",terschelling.noordzee,"Terschelling, Noordzee",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.333033, 53.442486)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c6a,Noordzee,Vlakte van de Raan,vlaktevanderaan,Vlakte van de Raan,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.242164, 51.503721)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c67,Noordzee,"Haringvliet, punt 10",haringvliet.10,"Haringvliet, punt 10",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.860561, 51.862779)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c5f,Noordzee,Brouwershavensche Gat 08,brouwershavensche.gat.08,Brouwershavensche Gat 08,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.81148391, 51.75075645)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c3a,Noordzee,Oosterschelde Roompotsluis buiten,oosterschelde.roompotsluis.buiten,Oosterschelde Roompotsluis buiten,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-06-17T12:00:00Z,"c(3.68, 51.619)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c32,Noordzee,Scheveningen,scheveningen,Scheveningen,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.263563, 52.099035)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c20,Noordzee,Wierumergronden,wierumergronden,Wierumergronden,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.958261, 53.515827)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf3,Noordzee,"Oosterschelde, 11",oosterschelde.11,"Oosterschelde, 11",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.480331, 51.64329)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf1,Noordzee,Brouwersdam Brouwershavense Gat 8,brouwersdam.brouwershavensegat.8,Brouwersdam Brouwershavense Gat 8,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.81472, 51.74644)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be2,Noordzee,Oosterschelde Roompotsluis buiten,oosterschelde.roompotsluis.buiten,Oosterschelde Roompotsluis buiten,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.68, 51.619)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bda,Noordzee,"Haringvliet, punt 10",haringvliet.10,"Haringvliet, punt 10",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.860561, 51.862779)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bce,Noordzee,Wierumergronden,wierumergronden,Wierumergronden,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.958261, 53.515827)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bc9,Noordzee,"Terschelling, Noordzee",terschelling.noordzee,"Terschelling, Noordzee",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.333033, 53.442486)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bc5,Noordzee,Scheveningen,scheveningen,Scheveningen,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.263563, 52.099035)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bbd,Noordzee,"Texel, Noordzee",texel.noordzee,"Texel, Noordzee",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.733193, 53.120612)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ba5,Noordzee,"Oosterschelde, 14",oosterschelde.14,"Oosterschelde, 14",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T23:50:00Z,"c(3.676908, 51.720117)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b83,Noordzee,"IJGeul, 1",ijgeul.1,voorheen IJmuiden stroommeetpaal,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T23:50:00Z,"c(4.517596, 52.463943)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b80,Noordzee,Brouwersdam Brouwershavense Gat 2,brouwersdam.brouwershavensegat.2,Brouwersdam Brouwershavense Gat 2,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T23:50:00Z,"c(3.621747, 51.766527)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b7f,Noordzee,"Oosterschelde, 4",oosterschelde.4,voorheen Schaar,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T23:50:00Z,"c(3.69342, 51.65514)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b7d,Noordzee,"Oosterschelde, 11",oosterschelde.11,"Oosterschelde, 11",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T23:50:00Z,"c(3.480331, 51.64329)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b7b,Noordzee,"IJGeul, 1",ijgeul.1,voorheen IJmuiden stroommeetpaal,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.517596, 52.463943)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b74,Noordzee,Brouwersdam Brouwershavense Gat 2,brouwersdam.brouwershavensegat.2,Brouwersdam Brouwershavense Gat 2,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:40:00Z,"c(3.621747, 51.766527)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b6c,Noordzee,"Texel, Noordzee",texel.noordzee,"Texel, Noordzee",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:13:00Z,"c(4.733193, 53.120612)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b6b,Noordzee,"Oosterschelde, 11",oosterschelde.11,"Oosterschelde, 11",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:30:00Z,"c(3.480331, 51.64329)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b67,Noordzee,"Haringvliet, punt 10",haringvliet.10,"Haringvliet, punt 10",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:43:00Z,"c(3.860561, 51.862779)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b65,Noordzee,Brouwersdam Brouwershavense Gat 8,brouwersdam.brouwershavensegat.8,Brouwersdam Brouwershavense Gat 8,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:23:00Z,"c(3.81472, 51.74644)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b60,Noordzee,Oosterschelde Roompotsluis buiten,oosterschelde.roompotsluis.buiten,Oosterschelde Roompotsluis buiten,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:36:00Z,"c(3.68, 51.619)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b51,Noordzee,Vlakte van de Raan,vlaktevanderaan,Vlakte van de Raan,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:01:00Z,"c(3.242164, 51.503721)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aef,Noordzee,Maasvlakte Amaliahaven,maasvlakte.amaliahaven,Maasvlakte Amaliahaven,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(3.99496, 51.96219)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ae7,Noordzee,"Oosterschelde, 11",oosterschelde.11,"Oosterschelde, 11",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.480331, 51.64329)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5acc,Noordzee,"Oosterschelde, 14",oosterschelde.14,"Oosterschelde, 14",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T00:50:00Z,"c(3.676908, 51.720117)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ac7,Noordzee,"Oosterschelde, 4",oosterschelde.4,voorheen Schaar,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.69342, 51.65514)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5abd,Noordzee,Hollandse Kust Zuid platform Alpha,hollandsekust.zuid.alpha,Hollandse Kust Zuid platform Alpha,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T02:00:00Z,"c(4.19569, 52.232547)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5abc,Noordzee,"Hollandse kust, noord , deelgebied",hollandsekust.noord.deelgebied,"Hollandse kust, noord , deelgebied",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T02:00:00Z,"c(4.602027, 52.754793)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aba,Noordzee,Brouwersdam Brouwershavense Gat 2,brouwersdam.brouwershavensegat.2,Brouwersdam Brouwershavense Gat 2,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(3.621747, 51.766527)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ab7,Noordzee,"Oosterschelde, 11",oosterschelde.11,"Oosterschelde, 11",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(3.480331, 51.64329)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ab6,Noordzee,"Goeree, lichteiland",goeree.lichteiland,"Goeree, lichteiland",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(3.668416, 51.925034)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ab5,Noordzee,"Oosterschelde, 4",oosterschelde.4,voorheen Schaar,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(3.69342, 51.65514)"
